ID,Nome,Localidade,Profissao
85257442,Vanda Cangueiro,Portela,Médico
22049122,F�bia Quinteiro,Torre de Coelheiros,Engenheiro mecânico
79973622,Lucinda Toscano,Ribeira Grande (Conceição),Polícia
64975915,Selma Val�rio,Ansiães,Ator
32008352,Nina Cangueiro,Candelária,Serralheiro
51599210,Vasco Canto,S. João da Talha,Videógrafo
18297833,Ludovico Vidigal,Várzea dos Cavaleiros,Diretor de hotel
45675971,Marlene Hil�rio,Penajóia,Técnico administrativo
27084103,Jer�nimo Brites,Tábua,Pedreiro
10911247,Loide Teixeira,Prozelo,Veterinário
26801540,Eus�bio Rufino,Santana,Programador / Desenvolvedor de software
45585985,Elen Mainha,Moreira do Castelo,Cuidador de idosos
52935597,Urbino �vila,S. Jorge,Dentista
12503554,Heidi Rego,Castro Daire,Assistente dentário
13037464,Ac�cio Espartero,Muxagata,Especialista em inteligência artificial
31186991,Clodoaldo Onofre,Arga de Cima,Gestor de marketing
21177576,Fab�ola Regueira,Urrô,Jornalista
98431595,Esmeralda Braga,Girabolhos,Relações públicas
94361021,Anabela Figueir�,Vaqueiros,Engenheiro agrónomo
49693166,Rog�rio Montenegro,Covas,Advogado
77054821,Micaela Rocha,Ínsua,Empregado de mesa
10713769,Sabrina Godinho,Forjães,Biólogo
48716548,Dorisse Marreiro,Torres Vedras (S. Pedro e Santiago),Administrador de sistemas
20835066,Ada Salgueiro,Bagueixe,Canalizador
73334932,Fl�via Gois,Barreiros,Engenheiro químico
29596353,Benvinda Severiano,Avintes,Rececionista de hotel
43661779,Gabriela Granjeia,Cunha Baixa,Eletricista
67819698,Calisto Azevedo,Fanhões,Freelancer
65835305,Constan�a Mattozo,Tonda,Gestor de projetos IT
20904536,Bryan Tabosa,Aldeia da Ponte,Guia turístico
35354085,Estrela Torrado,Rio de Moinhos,Especialista em inteligência artificial
18114175,Edmundo Cavadas,Âncora,Engenheiro mecânico
27164494,Rosa Villas Boas,Valongo,Administrador de sistemas
16173864,Elizeu Xavier,Maceda,Biólogo
18900433,Eust�cia Caeiro,Pombeiro da Beira,Serralheiro
46925549,Lourival Patr�cio,Bougado (Santiago),Serralheiro
15831733,La�s Carrasco,Passô,Carpinteiro
38754950,Leopoldo Lobo,Lagos (Sta. Maria),Nutricionista
14950005,Donaldo Pinho,Várzea da Ovelha e Aliviada,Psicólogo
20951192,Tom�s Carreiro,Avelal,Relações públicas
40621613,R�ben Camarinho,Lorvão,Técnico administrativo
62013152,Luca Vasconcelos,Salgueirais,Pintor
39836546,Malvina Paranhos,Barbudo,Especialista em cibersegurança
28612405,Cord�lia Bonilha,Torre de Moncorvo,Farmacêutico
19857483,Ol�mpia Pardo,Alhos Vedros,Especialista em inteligência artificial
17519989,Dana Arantes,Campanhã,Especialista em cibersegurança
18921177,Wilma Rua,Meinedo,Consultor financeiro
17586734,Ataliba Meneses,Gandra,Eletricista
54543556,Nicolas Delgado,Juncais,Analista de investimentos
56335981,Eleut�rio Lamego,Nordeste,Personal trainer
39937236,H�lia Sanches,Vila Jusã,Engenheiro mecânico
62824245,Felisberto Valad�o,S. Lourenço do Bairro,Gestor
77512561,Ricarda Albernaz,Vila Cortês do Mondego,Engenheiro industrial
15296307,Iracema Pino,Pinheiros,Cabeleireiro
72524548,Micaela Vig�rio,Mira,Agricultor
21911651,P�ricles Amarante,Fornos do Pinhal,Engenheiro informático
80543830,Darcy Jorge,Praia de Mira,Engenheiro agrónomo
41407029,Elton Cantanhede,Santana da Serra,Freelancer
13512373,B�rbara Mesquita,Zebreira,Maquinista
10043100,Antenor P�cego,Benedita,Videógrafo
35522218,Alfredo Fialho,Vila de Punhe,Web designer
35902869,Gustavo A�ores,Abedim,Cientista de dados
23787800,Aur�lia Grangeia,Nave,Piloto
87454646,Lisandro Espartero,Fervença,Operador de máquinas
40770356,Vanessa Esparteiro,Sezelhe,Freelancer
26262195,Alan Pican�o,Casal de Loivos,Analista de dados
55832189,Elisa Prado,Gafanha da Nazaré,Estafeta
26157279,Florival Raposo,Corvite,Assistente dentário
43803170,Mait� Grande,Monte Gordo,Guarda prisional
62950942,Sebasti�o Cordeiro,Agilde,Psicólogo
40953259,Evaldo Abelho,Gralhas,Polícia
11529607,Am�ndio Vilarinho,Bustos,Psicólogo
18778770,Geraldino Neves,Monte,Relações públicas
93183171,Belisa Teves,Talhas,Solicitador
90634315,Natacha Ramires,Orada,Programador / Desenvolvedor de software
26163323,Ladislau Pedroso,Feitosa,Bombeiro
10911232,Ad�lia Caeiro,Figueiró da Serra,Guia turístico
18690476,Aponino Keil,Avões,Técnico ambiental
39058444,Ada Ulhoa,Mancelos,Especialista em inteligência artificial
28623331,L�gia Telinhos,Faro (S. Pedro),Educador de infância
75205342,Martim Paranhos,Santo Estêvão,Militar
94544830,Domingos Castelo,Mata da Rainha,Ator
34317855,Adelmiro Palmeira,Castelo Branco,Engenheiro civil
89001703,Calvino Abranches,Cunha Baixa,Procurador
10195747,Artur Rem�gio,Várzea da Serra,Comercial / vendedor
30075084,Filomena Ramalho,Junqueira,Gestor de marketing
12076802,L�cia Resende,Mosteiros,Gestor de produto
14121716,Thays/Ta�s Brum,Torrozelo,Engenheiro civil
19272131,Josaf� Murtinho,Fail,Animador turístico
36627380,Jana�na Cerqueira,Sta. Leocádia,Procurador
79157253,Ubirat� Seabra,Unhais da Serra,Operador de máquinas
82561923,Danilo Curvelo,Santana,Guarda prisional
19686863,Augusta Abrantes,Várzea de Abrunhais,Fotógrafo
86925218,Nilton Vilarinho,Capelo,Músico
22177961,Dores Betancour,Este (S. Mamede),Videógrafo
43615951,Raimunda S�,Topo (Nª Sra do Rosário),Especialista em inteligência artificial
29111817,Isilda Caeira,Padroso,Dentista
46504895,Mara Castel�o,Macieira de Cambra,Fotógrafo
46863544,Marisol Aires,Algoso,Cuidador de idosos
29062758,Hor�cio J�come,Minhotães,Bombeiro
16851951,Nicolas Naves,Marmeleiro,Engenheiro químico
26548256,R�bia Granjeia,Laranjeiro,Gestor de projetos IT
20463544,Ingrid L�io,Mões,Videógrafo
11520196,Al�cia Eanes,Vila Nova de S. Pedro,Técnico ambiental
31596267,Armindo Cabral,Lazarim,Guia turístico
85511971,Erc�lia Oleiro,Gavieira,Personal trainer
19723206,Arminda Neres,Mozelos,Ator
19988913,Greta Meireles,Santo António dos Cavaleiros,Militar
15668766,Caetano Grilo,Covelo de Paivó,Analista de dados
11964122,Dami�o Frota,Touguinha,Estafeta
72744104,Fabr�cio Moreno,Santo Amador,DevOps engineer
92139681,Lita Laranjeira,Outeiro da Cortiçada,Web designer
44489811,Mariana Mendo�a,Porto Martins,Professor
83500822,Aldino Medina,Penela da Beira,Freelancer
31947599,Am�vel Outeiro,Monte Redondo,Especialista em inteligência artificial
31815111,Eduardo Milheiri�o,Parada de Pinhão,Operador de máquinas
10579379,Xavier Carqueijeiro,Vilar de Peregrinos,Agricultor
28835238,Vitorino Fortunato,Brinches,Programador / Desenvolvedor de software
61174088,Melinda Lima,Longos Vales,Segurança privado
38564272,Carminda Costa,S. Miguel de Alcainça,Especialista em cibersegurança
58841644,Arlindo Ramalho,Salvador,Comercial / vendedor
48458599,Nivalda Narvais,Travancinha,Escritor
64814299,Te�filo Madeira,Souto Maior,Gestor de e-commerce
67498117,Estrela Borges,S. Miguel do Mato,Técnico de radiologia
41293175,Guido Damasceno,Ermida,Assistente social
47201235,Salema Furtado,Gafanha da Boa Hora,Esteticista
23611388,Quirino Liberato,Sequeiros,Cientista de dados
13679559,Isa�as Garcia,Vila Cortês do Mondego,Influenciador digital
88914404,Cristiana Gago,Duas Igrejas,Especialista em cibersegurança
25290527,Nadine Flores,Vila Nova do Ceira,Engenheiro eletrotécnico
85174313,David Quaresma,Vila Chão do Marão,Diretor de hotel
15926245,Anita Vaz,Ermesinde,Especialista em marketing digital
12545228,Nei Covelh�,Travassos,Advogado
49261306,Vanderlei Soto,Brunhoso,Dentista
38210509,D�bora Barcelos,Almaça,Tradutor
10392614,Djamila Prada,Mesão Frio,Influenciador digital
37679439,Frederica Alcaide,Aldreu,Analista de investimentos
90273084,Arcelino Macedo,Loures,Técnico de radiologia
82916901,Renato Pedroso,Salto,Veterinário
15122302,Apolin�rio Pasos,Oliveira do Mondego,Carpinteiro
98068724,Frederico Quintas,Alferce,Veterinário
68618289,Alva Cavadas,Longos Vales,Eletricista
14048742,Yasmin Hip�lito,Carnaxide,Cabeleireiro
30525383,Quirina Santar�m,Moreira,Piloto
10215961,Noemi Pessoa,Tapéus,Gestor de produto
26923205,Leopoldina Sampaio,Agrochão,Bombeiro
19906513,Vilmar Britto,Alvalade,Personal trainer
13370483,Ezequias Fontoura,Relva,Escritor
99866322,Lib�nia Souza,Tomar (S. João Baptista),Cientista de dados
27066253,D�ria P�cego,Juromenha (N. S. do Loreto),Militar
19472534,Pamela Mena,Souto (Sta. Maria),Juiz
43532809,Of�lia Caneira,Alpedriz,Fisioterapeuta
81420487,Bryan Coutinho,Trute,Investigador
16718030,Naum Lagoa,Sátão,Engenheiro industrial
31473786,Blenda Trindade,Fuinhas,Comercial / vendedor
26174333,Erc�lia Alcoforado,Nogueira,Notário
13606870,Asdr�bal Travassos,Pinheiro,Auxiliar de ação direta
98729450,Esmeralda Marmou,Peraboa,Engenheiro mecânico
23482501,Francisco Mendoza,Uva,Veterinário
30873380,Kevin R�go,Vale do Seixo,Engenheiro informático
13755387,Benvinda Rolim,Portela,Eletricista
13709002,Ladislau Nascimento,Ferreiros de Tendais,Jornalista
26970982,Vasco Landim,Loivos do Monte,Assistente dentário
37259607,�nio Viveiros,Canidelo,Videógrafo
12147574,Helena Malheiro,Ramela,Técnico de recursos humanos
55265063,Nisa Baptista,Canelas,Auxiliar de ação direta
31090343,Celina Junqueira,Cunha,Solicitador
12723938,Raul Mourato,Gafanha da Encarnação,Engenheiro eletrotécnico
17529636,Azal�ia Coutinho,Fonte Arcada,Gestor de projetos IT
20762794,Isa�as Milheir�o,S. Roque,Técnico de análises clínicas
77463892,In�s Carrilho,Fajarda,Consultor financeiro
87831867,Samanta Castilhos,Lapa dos Dinheiros,Biólogo
13629455,Samanta Quint�o,S. Pedro Velho,Técnico administrativo
32635630,Vanessa Marroquim,Negreiros,Psicólogo
24044409,Olinda Bou�a,Fonte Longa,Animador turístico
61702913,Valdir Franco,Batalha,Barman
52696738,Neli Chousa,S. Vicente do Pigeiro,Analista de investimentos
25170689,Joaquina Proen�a,Irivo,Técnico de manutenção
69887675,Alzira Montenegro,S. Miguel de Acha,Engenheiro mecânico
31751777,Antonieta Cerqueira,Abela,Babysitter
44631072,Donaldo Liberato,Águas Belas,Carpinteiro
50517700,Geraldo Bandeira,Bruçó,Gestor de projetos IT
59510985,Evandro Carrasco,Arcas,Empreendedor
11551801,Marina Banha,Louriçal,Rececionista de hotel
50265027,Maria Quesado,Carvalhal,Analista de dados
37967591,S�lvio Palos,Lomba de S. Pedro,Guia turístico
13027097,Nat�rcia Cunha,Alburitel,Designer gráfico
80157564,L�via Rezende,Santiago dos Velhos,Engenheiro químico
19022869,Hip�lito Pe�anha,S. Pedro do Esteval,Educador de infância
10718051,Delores Amaro,S. Marcos,Cabeleireiro
17116288,Adriana Viana,Mosteiro,Gestor
10404199,Dami�o Damascena,57,Cabeleireiro
15008132,Gustavo Pastana,Pombalinho,DevOps engineer
29624076,Lib�nia Medina,Aboim,Solicitador
11963541,Sa�l Pedroso,Lavacolhos,Estafeta
15203797,Jocosa P�ssego,Lagares,Auxiliar de ação direta
22731353,Josaf� Ros�rio,Olalhas,Ator
49943384,Carminda Albuquerque,Vilarelho,Relações públicas
14834211,Genoveva Flores,Vale de Nogueiras,Jornalista
10183511,Isa Marino,Lavos,Pintor
24116557,Louren�o Lins,Carnota,Militar
20572737,Clarisse Penha,Gâmbia-Pontes-Alto da Guerra,Segurança privado
80030424,D�lia Rabello,Funchal (Sta. Luzia),Cuidador de idosos
47599167,Leticia Pestana,Atenor,Piloto
83635892,Bernarda Nogueira,Ribeira Seca,Empregado de mesa
57136145,Delfina Soto Mayor,Justes,Guarda prisional
11292430,Naz�rio Cipriano,Cabeça Boa,Relações públicas
11259381,Cl�vis P�voas,Boidobra,Animador turístico
17887500,Anacleto Moniz,393,Bombeiro
91307328,Baltasar Covilh�,Aldeia de Joanes,Cientista de dados
41795117,Rosinha Vides,Trafaria,Serralheiro
53348326,Jaime Quezado,S. Martinho,Farmacêutico
22294966,Le�nidas Camargo,Galegos,Escritor
14515266,C�lia Bensa�de,Figueiredo,Dentista
19829099,Iolanda Sardinha,Soutelo,Tradutor
47002597,Anderson Horta,Cercal,Professor
27276450,Valqu�ria Peseiro,Eixo,Psicólogo
42454287,George Miguel,Milhazes,Guia turístico
19237317,D�rio Lemos,Canas de Sta. Maria,Relações públicas
30032872,Margarete Mangueira,Oeiras e S. Julião da Barra,Canalizador
24903287,Morgana Caneira,Curros,Analista de investimentos
11862204,Corn�lia Teodoro,Ovadas,Relações públicas
95570433,Nelma Pedroso,Alcântara,Professor
29248682,Miracema Bri�o,Vila Real (Nª Sra. da Conceição),Formador profissional
11464288,Paulo Feij�,Troviscal,Educador de infância
49991850,Irina Severiano,Este (S. Pedro),Pescador
28643417,Elen Damazio,Parada,Soldador
29773860,Ema Ventura,Angeja,Solicitador
33352376,Nuno Milheiro,S. Cristovão de Nogueira,Pintor
31027989,Ivan Dias,Raposeira,Empregado de mesa
20845979,Shirley Os�rio,Vale da Mula,Procurador
19531908,Faustina Soto,Maçainhas,Assistente social
15948379,Leonardo Pederneiras,Cabeceiras de Basto,Personal trainer
59796331,Ricardina Lagos,Bairradas,Notário
83259406,Jo�o Coitinho,Viade de Baixo,Fisioterapeuta
40550707,Flaviano Baldaia,Gaula,Cabeleireiro
28951467,Efig�nia In�cio,Azinhaga,Especialista em marketing digital
17080364,Em�dio Dorneles,Lamaçães,Técnico ambiental
23850628,Cristina Sant'Anna,Fontinhas,Personal trainer
19296630,Armando Mondrag�o,Vale de Madeira,Pescador
48576011,Ad�lia Rabelo,Macieira de Rates,Educador de infância
15804912,Vanda Alc�ntara,Vascões,Fisioterapeuta
35837253,Gl�ria Bel�m,Selho (S. Lourenço),Técnico de manutenção
11980801,Al�cia Franco,S. Gregório,Engenheiro agrónomo
48170813,Leopoldina Castro,Aljubarrota (S. Vicente),Operador logístico
13954235,Milene Chamusca,Vila Cova de Carros,Piloto
18523216,N�via S�,Lamas de Orelhão,Médico
16278440,Jer�nimo Ourique,Barreira,Técnico administrativo
27358969,Em�lia Macena,Degracias,Educador de infância
18773517,Eurico Velasques,Sta. Leocádia,Gestor de transportes
22588840,Arnaldo Lencastre,Alvega,Estafeta
86877470,Roberto Aguiar,Santo Estêvão,Web designer
12221523,Avelina Santar�m,Gândaras,Educador social
37321759,Ezequias Brum,544,Personal trainer
26687844,Ezequias Taborda,Pias,Carpinteiro
56499254,Gilda Ginjeira,Vale do Paraíso,Empregado de mesa
94212262,Leandro Rodovalho,S. Pedro da Torre,Gestor
26137357,Elsa �lvaro,S. Lourenço do Douro,Guarda prisional
29467851,Alba Sant'Anna,Freixo,Advogado
18335492,Leandra Lousada,Carreço,Consultor financeiro
57634442,Marina Noronha,Macieira de Cambra,Juiz
59103047,Mavilde Lira,Vinhós,Engenheiro químico
38575866,Omar Barbosa,931,Gestor
40629965,Helga Canto,Vale de Figueira,Eletricista
94428809,Eurico Castanho,Vermoim,Investigador
28279662,Val�ria Barros,Ribamondego,Canalizador
11941736,Ricardo Monjardim,Corujeira,Assistente social
90304786,Naum Dur�o,Chosendo,Investigador
46324541,J� Jesus,Poiares,Empregado de mesa
49227836,Dulce Ferro,Tocha,Explicador / tutor
54264778,Helga Regueira,Serra de Santo António,Bombeiro
33948875,Luciano Furtado,Vila Nova da Telha,Analista de dados
12070121,Vital Sousa,Ranhados,Militar
49816951,Teresa Cotrim,Romarigães,Contabilista
17800035,Adalberto Garrido,Balazar,Eletricista
60553214,Sofia Brites,Janeiro de Cima,Personal trainer
15351787,Manuela Neiva,Vilaça,Juiz
45201231,Urbino Castanheda,Murtosa,Juiz
45365761,Belisa Cerveira,Vila Nova de Gaia (Sta Marinha),Médico
54285881,Francisco Mondrag�o,Bugalhos,Técnico de recursos humanos
13947774,Ad�rito Barros,S. Gião,Gestor de produto
69548512,Liane Lucas,Seia,Fotógrafo
51109780,Naomi Moraes,Azevedo,Pescador
52288145,Paloma Parreira,Covilhã (Conceição),Web designer
10934489,Amaro Bugalho,Nogueira,Polícia
13514739,Laurentina Medeiros,Monte de Fralães,Empregado de mesa
12629121,Greg�rio Lago,Vila Nova,Nutricionista
19736587,Fl�via Bou�as,Vale de Salgueiro,Educador social
35513757,F�bia Vila�a,S. João de Lourosa,Engenheiro mecânico
65758169,Caetana Tabosa,Cristelos,Técnico de manutenção
49694503,Dina Valad�o,Guilheiro,Empreendedor
36443255,Luana Boeira,Feitosa,Técnico de recursos humanos
26706511,Ramiro Saraiva,Silva Escura,Técnico de manutenção
46672219,Valdo Alencastre,Barreira,DevOps engineer
25987243,An�bal Marmou,Cerdeira,Administrador de sistemas
41946383,Le�nidas Leme,Forcalhos,Militar
29044306,Antonieta Lameira,Troporiz,Explicador / tutor
13398603,X�nia Coitinho,Reigoso,Analista de dados
25530504,Romualdo Vig�rio,Portela Susã,Biólogo
54855755,Vicente Furquim,Terrenho,Pedreiro
48080764,Miracema Muxagata,Curopos,Pintor
14572691,Quit�ria Palha,Pedrógão Pequeno,Técnico ambiental
17720475,Aguinaldo Areosa,Baldos,Relações públicas
12657274,L�lia Borja,Maceira,Estafeta
38752905,Camila Gra�a,Urrô,Especialista em cibersegurança
32442765,Igor Carmo,Paradela,Notário
43608747,Dora Feitosa,Viseu (Coração de Jesus),Serralheiro
15467008,Eus�bio Blanco,Rans,Contabilista
49719758,Em�lia Garrau,Ventosa,Juiz
86795784,Heitor Alcoforado,Ribeirinha,Fotógrafo
64299900,Volney Borba,Caxias,Segurança privado
14624810,Edelina Torreiro,Vila Meã,Educador social
63890606,Rita Paix�o,Fontelas,Operador de máquinas
12971244,Dirce Bairros,Parede,Músico
50261420,L�dia Zagallo,Erada,Escritor
16683496,Nicolas Quintella,Sobral,Animador turístico
17624084,Sa�l Figueira,Quintanilha,Gestor
69629579,Armando Soverosa,Ul,Esteticista
95236543,Em�lio Caiado,Porto da Cruz,Engenheiro agrónomo
96528241,C�ssia Coitinho,Friões,Designer gráfico
84124671,Samanta Alvim,Avelãs de Ambom,Engenheiro agrónomo
73466223,Albano Matos,Terrenho,Rececionista de hotel
10511548,Orlando Paiva,Ponta Delgada,Auditor
65907867,Consuelo Palos,Salvador do Monte,Videógrafo
45280934,Ricardino Palma,Bagunte,Soldador
83071295,Neusa Sobreira,Ameixoeira,Babysitter
42686626,Valter Nascimento,Gaeiras,Canalizador
61183327,Diego Villaverde,Rapoula do Côa,Designer gráfico
11804796,Fedra Fi�es,Gove,Influenciador digital
28769840,C�lia Cerqueira,Parceiros,Relações públicas
13891364,Cl�vis Pires,Serapicos,Veterinário
46944660,Valdir Parafita,Vilarinho dos Freires,Técnico de recursos humanos
25597727,Martina Sabrosa,S. Miguel de Machede,Procurador
90260396,Nat�rcia Modesto,Santo Adrião de Vizela,Professor
27615860,J�lia Escobar,200,Esteticista
10665997,Ol�mpia Lages,Esqueiros,Videógrafo
27589140,Justina Benevides,Nevogilde,Técnico de análises clínicas
39428476,Vit�ria Lameira,Martim Longo,Engenheiro informático
48421862,Alma P�ssego,Cardielos,Especialista em inteligência artificial
25070607,�scar Canela,Semelhe,Empregado de mesa
14054684,Ol�via Cedraz,Alcochete,Engenheiro eletrotécnico
27115359,Mar�lia Ferreira,Quatro Ribeiras,Psicólogo
11228887,Lourdes �lvaro,Bravães,Militar
15122584,Jacob Reino,Santo António,Eletricista
21055530,Am�ndio Simas,Sobreira Formosa,Esteticista
62103428,Glaucia Eanes,Ponta Delgada,Soldador
87200538,Wilker Mendo�a,Soutelo Mourisco,Cozinheiro / chef
61238962,Cl�udio Zambujal,Manhouce,Investigador
13428748,Levi Uchoa,Fonte Longa,Militar
33591544,Urbino Pessanha,N. S. das Neves,Estafeta
99155821,Alfredo Casalinho,Torgueda,Engenheiro civil
74039333,Cristela Machado,Macinhata de Seixa,Administrador de sistemas
29859759,Vasco Granja,Vil de Souto,Gestor de produto
63823595,Igor Ver�ssimo,Góios,Assistente social
40929380,Dinora Ouro,Aldeia do Souto,Cientista de dados
57016671,Dalva Vilhena,Laje,Contabilista
62939527,Nancy Dur�o,Setúbal (S. Sebastião),Assistente dentário
84487251,Odair Mieiro,Cortes do Meio,Jornalista
41723540,Josefa Zagalo,Vale Covo,Empregado de mesa
88973490,Ant�nia Faro,Santiago,Ator
12975536,Ema Soeiro,Arco da Calheta,Solicitador
70556574,Calebe Proen�a,Penalva de Alva,Gestor de projetos IT
12988569,Bet�nia Rebocho,Cabreira,Professor
33098746,Aldina Castello,Freixo de Espada à Cinta,Especialista em inteligência artificial
10439974,Nataniel Dur�o,Rua,Músico
79482262,Erm�nio Sanches,Gemeses,Economista
16038438,Eleut�rio Pedroso,Arcos,Diretor de hotel
17604698,Disa Casqueira,Meca,Rececionista de hotel
77527510,Anderson Neres,Vila Chã de Sá,Técnico administrativo
10590076,Ramiro Boeira,Malpica do Tejo,Técnico administrativo
41215016,Yasmine Fontes,Cepões,Ator
24249486,Carmelinda Marroquim,Malhadas,Procurador
67955229,Alan Vig�rio,Resende,Engenheiro informático
11869639,Lilian Villela,Podence,Guia turístico
69552832,Sidney Torcato,Borba (S. Bartolomeu),Técnico de análises clínicas
94770367,Mois�s Vidigal,Fraião,Auditor
24223018,Ivete Estrada,Avelanoso,Técnico de análises clínicas
16545290,Agnete Milheir�o,Andrães,Web designer
13888778,Geraldo Silvestre,Águas Belas,Operador de máquinas
40734303,N�ria Candeias,Seide (S. Paio),Enfermeiro
11835334,Quirino Villar,Sezures,Engenheiro civil
80247959,Omar Mor�o,Custóias,Militar
86487757,Shirley Semedo,Lamego (Sé),Fotógrafo
17926226,Telma Noguera,Selho (S. Cristovão),Rececionista de hotel
26372883,Lino Lousada,Lovelhe,Psicólogo
17685686,H�rcules Britto,Rebordelo,Gestor de projetos IT
16918656,Milene Corvelo,Benedita,Engenheiro informático
12549839,Ven�ncio Avellar,Samora Correia,Freelancer
18231232,Leticia Cotrim,Vil de Souto,Influenciador digital
15454914,Ricarda Felgueiras,Naves,Formador profissional
25522687,Pedro Saldanha,Milhazes,Web designer
24816453,Neiva Montenegro,N. S. de Fátima,Operador logístico
12116431,Louren�o Carrasco,Manhuncelos,Gestor de projetos IT
39853363,Joaquina Rijo,Setúbal (S. Sebastião),Analista de investimentos
18161711,Lita Thom�,147,Técnico de recursos humanos
86650133,Isolina Dorneles,Gondiães,Guia turístico
15918009,Arlindo Meneses,Vila Marim,Especialista em marketing digital
66177788,Ilda Rem�gio,Arcozelo,Operador logístico
15235173,Val�ria F�lix,Vale de Coelha,Barman
51931142,Aurora Valim,Aldeia Nova,Engenheiro informático
61008999,Soraia Pardo,Conceição,Operador de máquinas
39553147,Barnab� Godoi,Meirinhas,Músico
17792347,Ap�lo Quintella,Ronfe,Soldador
42069038,H�rcules Moreira,Vilar de Andorinho,Comercial / vendedor
74819971,Neide Zambujal,Agrochão,Bombeiro
54745251,Crist�v�o Pedroso,Candoso,Assistente dentário
54643503,Paulo Bicalho,Pero Pinheiro,Juiz
65177492,Lisandra Valido,Romeu,Assistente social
70191354,Samanta Negr�o,Baraçal,Videógrafo
14365385,Ad�o Lobo,Senouras,Gestor de marketing
10652128,Elizeu Coelho,S. Bento de Ana Loura,Técnico administrativo
45185431,D�lio Foga�a,Fontelo,Cozinheiro / chef
15107820,Il�dio Clementino,Padreiro (Salvador),Barman
14740656,Aar�o Espargosa,Sta. Catarina da Serra,Educador de infância
81297396,Eurico Passarinho,Gafanha da Encarnação,Operador de máquinas
48003758,Jandira Val�rio,Travanca,Operador logístico
66112592,�lia Raminhos,Penela (S. Miguel),Assistente dentário
19978164,Elsa Rios,Ponte da Barca,Ator
25209946,Duarte Melancia,Donai,Técnico ambiental
16964508,Le�ncio Rezende,Ferreiros,Fisioterapeuta
97198171,Jussara Leit�o,Sta. Comba,Bombeiro
69746098,Leila Amarante,Oliveira (S. Mateus),Freelancer
25752870,D�rio Sanches,Torres Vedras (S. Pedro e Santiago),Cientista de dados
51736520,Clodoaldo Cruz,Póvoa de Rio de Moinhos,Piloto
62043005,Juliano Ram�rez,Trafaria,Segurança privado
53206071,Lourdes Peseiro,Vila Nova da Rainha,Consultor financeiro
14937377,Mavilde Ribas,Zedes,Gestor de transportes
88089361,Delfina Botica,Lapas,Fisioterapeuta
