ID,Nome,Localidade,Profissao
70318676,Telma Quintal,Fóios,Analista de dados
62566897,Douglas Modesto,Junceira,Cuidador de idosos
27963828,Herm�nia Bas�lio,Meirinhos,Operador de máquinas
42458896,Cl�lia Dotel,Alva,Esteticista
31633214,Corn�lio Cantanhede,Santiago,Psicólogo
68567747,Walter Gon�alves,Outeiro da Cabeça,Escritor
11397638,Flaviano Zambujal,Jolda (Madalena),Advogado
79903379,M�rio Veloso,Fratel,Gestor de marketing
78630449,Pl�cida Mondrag�o,803,Especialista em inteligência artificial
19006697,Fernando Chousa,Salgueirais,Pintor
82231856,Valdemiro Sacadura,Melcões,Engenheiro químico
23546271,Petra Garrau,Porto de Mós (S. Pedro),Agricultor
18877050,Alexander Vig�rio,Covas do Barroso,Analista de investimentos
49419607,Leda Domingues,Rapoula do Côa,Engenheiro civil
12891411,Mait� Vidigal,Barqueiros,Engenheiro civil
16706788,Nivaldo Linhares,Ruivos,Videógrafo
53404122,Valentim Holanda,Barbudo,Pedreiro
19505310,B�rbara Borba,Póvoa de Cervães,Guarda prisional
74147448,Pascoal Saloio,Peral,Veterinário
28811572,Altina Gago,Vilarinho do Bairro,Cabeleireiro
69012961,Jasmim Barra,Gonça,Pescador
19009561,Marisela Aranha,Vila da Ponte,Empregado de mesa
38189334,Nadina Batata,Orjais,Economista
17347698,�nio Ribas,Carvalhais,Funcionário público
26517001,Emanuela Leite,Vimeiro,Notário
10714239,Urbino Quinteiro,Genísio,Relações públicas
11050482,Heidi Sousa do Prado,Cabeça Gorda,Tradutor
56214271,Tom�s Dotel,Touguinhó,Influenciador digital
45778611,Virgolino Ximenes,Ovil,Serralheiro
16869920,Bernardete Leme,Algés,Técnico de manutenção
11969863,Solange Rangel,Vila Marim,Pintor
36370771,Lauro Figueiredo,Carregosa,Técnico de recursos humanos
12305116,Br�gida Conde,Ferreira,Empreendedor
13625670,Ernane �gueda,Nave de Haver,Especialista em cibersegurança
39860810,Olga Beiriz,Sta. Catarina,Funcionário público
17357723,Reginaldo Rosmaninho,Eja,Carpinteiro
14886660,Renata Negromonte,Parada de Ester,Eletricista
20575036,Isolina Mort�gua,S. João dos Caldeireiros,Fisioterapeuta
19899726,Jandira Henriques,Vilar Formoso,Engenheiro agrónomo
11522332,C�ndido Ilha,Paços,Rececionista de hotel
45509492,Belinda Muxagata,Santar,Esteticista
11910804,Misael Valente,Vila do Conde,Professor
87375535,Luc�lia Barra,Vila Nova de Cerveira,Cozinheiro / chef
17010984,Assun��o Barbalho,Espinho,Engenheiro civil
27876053,Lia Moutinho,Vila Ruiva,Juiz
52162184,Beatriz Quintais,Santo Estevão,Cozinheiro / chef
12729611,Evandro Saloio,S. João da Fresta,Designer gráfico
56633654,Amado Letras,Pousafoles do Bispo,Tradutor
18789671,Leoc�dio Salguero,Conde,Especialista em cibersegurança
34131073,Norma Forte,S. Martinho,Técnico de radiologia
10225483,Eduardo Mourato,Castelo Bom,Pedreiro
11483734,Regina Menna,Açores,Gestor
12396896,Edelmiro Amaro,Beijós,Farmacêutico
14851176,Renata Bernardes,Armação de Pêra,Agricultor
37950457,Donaldo M�ndez,Tões,Funcionário público
23015418,Ana�sa Carvalho,Bolho,Tradutor
11877351,Aar�o Rolim,Aldeia de S. Francisco de Assis,Barman
22580945,Faustino Santana,Trindade,Pedreiro
21381428,Valentino Noguera,Pinhel,Engenheiro mecânico
12696174,Altino Flores,Sta. Luzia,Programador / Desenvolvedor de software
14040947,Celina Macena,Rates,Analista de dados
29133053,Duarte Vig�rio,Lapela,Eletricista
48610190,Kevin Bethecourt,Caneças,Técnico administrativo
53275267,Olavo Lousada,Galegos,Investigador
45600930,Jesabel Banha,Mercês,Analista de dados
18418596,Neli Carvalhais,Ermelo,Canalizador
13562890,Benvinda Ramallo,Palhais,Técnico de análises clínicas
54647516,Nat�lia Jord�o,Várzea de Abrunhais,Pintor
90298438,Efig�nia Novais,Freches,Analista de investimentos
54768074,D�nia Villalobos,Torre do Terrenho,Técnico administrativo
35416698,Tib�rcio Vaz,Vascões,Comercial / vendedor
28140250,C�ssia Martinho,Gavieira,Programador / Desenvolvedor de software
80240276,Erasmo Gra�a,Vilar do Monte,Solicitador
39510279,Cremilde Taveiros,Vilarinho das Paranheiras,Analista de dados
26075747,Cid�lia Maciel,Praia da Vitória (Sta Cruz),Esteticista
25065084,Osvaldo Cust�dio,Mazouco,DevOps engineer
49943316,Heitor Sousa,Sepins,Pedreiro
82444386,Humberto Madeira,Aldeia de Joanes,Programador / Desenvolvedor de software
79698547,Quirina Vilari�a,Bidoeira de Cima,DevOps engineer
14802956,Isilda Pinheiro,Folhadela,Cozinheiro / chef
29686446,Ramiro Prada,Vimeiro,Videógrafo
20429186,Carol Miera,Malhadas,Piloto
22050384,Alana Valladares,Vale de Salgueiro,Técnico de recursos humanos
94277738,Elizabeth Goulart,Arcozelo das Maias,Funcionário público
39452877,Hildegarda Barateiro,Várzea do Douro,Cientista de dados
45982456,Aar�o �lvares,Dornelas,Técnico de recursos humanos
41787884,Gisela Cruz,Refóios do Lima,Assistente social
35115401,Rebeca Castilhos,Fornelos,Solicitador
11224594,Celeste Rebimbas,Sequeira,Nutricionista
38532549,D�lio Bezerra,Borbela,Militar
15035598,Carina Sardinha,Pedrógão Grande,Fotógrafo
78386590,Capitolino Pacheco,Boa Aldeia,Ator
64611172,Aurora Bulhosa,Vila de Punhe,Ator
37780779,Salema Cust�dio,Barão de S. Miguel,Videógrafo
14764534,Loreta Mendo�a,Évora (S. Mamede),Guarda prisional
73860658,Luana Filipe,Almagreira,Guarda prisional
47180186,Lib�nia Barra,Parceiros,Cabeleireiro
75763890,Capitolina Nascimento,Bunheiro,Economista
18673545,Godofredo Ramallo,Beja (Santiago Maior),Videógrafo
10465258,Edna P�voas,Samouco,Motorista
38341671,Dina Fernandes,Múrias,Operador logístico
48707587,Jonata Garcez,Soutelinho da Raia,Explicador / tutor
59293922,Dina Pereira,Calheiros,Psicólogo
43677834,Cinira Filipe,Alvarenga,Nutricionista
52701341,Benedito Quinterno,Vilar de Besteiros,Cozinheiro / chef
23442504,Silvano Quintela,Norte Grande (Neves),Engenheiro químico
30067901,Lissa Noguera,Montoito,Agricultor
10574802,Jocelina Ver�ssimo,Castelões,Piloto
78900738,Lurdes Damazio,Algés,Empreendedor
55673051,D�ris Mort�gua,Trancozelos,Professor
69704225,Sa�l Vilalobos,Vila Franca do Campo,Engenheiro agrónomo
37277426,Dinorah Fidalgo,Proença-a-Velha,Formador profissional
16682600,In�cio Carvalhoso,Bonfim,Assistente dentário
21501558,Fabiano Serralheiro,Vale de Anta,Personal trainer
28366428,Evelina Junqueira,Carvalhal,Biólogo
30379449,Julieta Carvalhosa,Sta. Cruz do Bispo,Educador de infância
13557738,Djalma Amaral,Cadima,Enfermeiro
31836136,N�lida Vilarim,Querença,Engenheiro agrónomo
15306011,N�ria Mont'Alverne,Pousaflores,Piloto
30576442,Wilma Keil do Amaral,Mós,Escritor
14248796,Anacleto Mascare�as,Cantar-Galo,Administrador de sistemas
57057131,Firmino Felgueiras,S. Paulo de Frades,Cuidador de idosos
14530178,Jos�lia Bou�as,Porto Moniz,Videógrafo
27030122,Vanderlei Granjeiro,Vilares,Piloto
60595857,Priscila Alves,Água Revés e Crasto,Consultor financeiro
17180924,Am�rico Damascena,Espiunca,Administrador de sistemas
29909913,Vasco Goes,Macedo do Mato,Veterinário
30717964,C�ssio Dias,Grijó de Parada,Videógrafo
44016788,Lancelote Laureano,Maia,Guarda prisional
39869447,Vanusa Ximenes,Muxagata,Médico
71371683,Am�ndio Quintella,S. Bento,Educador social
92879847,Martinho Padilha,Glória do Ribatejo,Explicador / tutor
99972984,Aur�lio Br�s,Revinhade,Fotógrafo
76005516,Estrela Noite,Setúbal (S. Julião),Especialista em inteligência artificial
35649463,T�mara Amado,Alcoentre,Técnico de recursos humanos
29436078,Laila Bivar,Maçores,Militar
25989453,Vanderlei Granja,Oliveira,Guia turístico
41260522,Junia Mainha,Setúbal (S. Julião),Agricultor
77615781,Cl�udia Anlicoara,Vila Nova da Telha,Carpinteiro
43007660,Albino Candeias,Edroso,Médico
27269145,Karen Mainha,Belinho,Videógrafo
61466255,Ernesto Villena,Pinheiro,Web designer
20877142,Alessandra Corvelo,Santarém (S. Nicolau),Explicador / tutor
35881785,Ferdinanda Sarmento,Meijinhos,Influenciador digital
16347145,Andreia Landim,Vila Nune,Formador profissional
16843809,S�lvia Brand�o,Boticas,Analista de dados
76073548,J� Prada,Covelo,Designer gráfico
15306293,Manuela Cust�dio,Santo António da Serra,Fotógrafo
72804708,�lvaro Cardoso,Soure,Jornalista
21144206,Edite Gameiro,Amora,Web designer
21668931,Belisa Caetano,Monte Real,Maquinista
43707378,X�nia Severiano,Loureda,Solicitador
10710349,Ari Azambuja,S. Pedro de Nordestinho,Designer gráfico
21914477,Tabita Ponte,Moledo,Gestor de transportes
13679139,Nat�lio P�dua,Currelos,Gestor de e-commerce
20159099,Luc�lia Carqueijeiro,Pereiros,Educador social
97025025,Talita Vilanova,Nabo,Gestor de produto
23078016,Tib�rcio Mourinho,Ninho do Açor,Assistente dentário
13505331,Mara Caeira,Aldeia do Mato,Gestor
33091450,Anabela Viveiros,Alcácer do Sal (Santiago),Carpinteiro
52076061,Quixote Chamusca,Poiares,Fotógrafo
26615811,Delfino Covilh�,Cacia,Psicólogo
33883598,Erm�nio Dotel,Macieira,Juiz
24869113,Gildo Soto,Freixo de Espada à Cinta,Escritor
19385025,Adelmiro Carvalheiro,Arcossó,Cientista de dados
10453171,Alexandre Figueiredo,Mourão,Nutricionista
10124929,Elda Rivero,Ínfias,Psicólogo
16882421,J�lio Mirandela,Sanfins,Técnico de análises clínicas
24484576,D�bora Santos,Senhorim,Barman
69180646,Ces�rio Motta,Lousado,Cozinheiro / chef
74475857,Josefa Casqueira,Arnoso (Sta. Eulália),Contabilista
30205755,Katia Botica,Soutelo de Aguiar,Videógrafo
13194480,Afonso Grangeia,Vilar de Figos,Gestor de projetos IT
19640104,Paulina Moita,350,Biólogo
57173151,Edmar Amorim,Samouco,Segurança privado
97732751,Gerson Parracho,S. João de Tarouca,Contabilista
79299363,Wagner Lago,Baleizão,Militar
16937358,Eunice Castilhos,Santo Adrião,Bombeiro
66973152,Celso Mendo�a,Souto da Velha,Gestor de e-commerce
44097247,Juca Valad�o,Chavães,Agricultor
26909077,Eduarda Osorio,Cruz Quebrada-Dafundo,Empregado de mesa
11018454,Nat�lio �vila,Matela,Segurança privado
22119156,Ol�vio Neiva,Corval,Auditor
18408448,Argeu Frota,Zambujeira do Mar,Biólogo
49440976,Judith Lacerda,Vale de Figueira,Técnico de radiologia
12878857,Lurdes Rego,Glória do Ribatejo,Tradutor
26947635,Carminda Valentim,Faia,Dentista
82769026,Disa �lvares,Gandra,Carpinteiro
53397644,Palmira Cantanhede,Anjos,Farmacêutico
84528604,Ema Malheiro,Castanheira de Pera,Administrador de sistemas
21591147,Mafalda Temes,Covelinhas,Psicólogo
32663743,Liliana Cipriano,Ermelo,Consultor financeiro
27172874,Mavilde Festas,Cachopo,Investigador
21710210,Miriam Nor�es,Seixo,Barman
25844115,Diego Gameiro,Pala,Bombeiro
18539258,Linda Onofre,Sobral,Educador de infância
72762393,Leopoldo Laranjeira,Santiago de Cassurrães,Explicador / tutor
22096025,Leonel Nobre,Vila Verde,Web designer
84882510,Cassandra C�sar,Cidadelhe,Comercial / vendedor
87020980,Cleide Milheir�o,Souto de Aguiar da Beira,Polícia
91085414,Graziela Janes,Pampilhosa da Serra,Psicólogo
19401924,Aline Monforte,Salgueiro,Engenheiro mecânico
19596281,Maria Pallos,Fragoso,Técnico de radiologia
87343184,Aguinaldo Berenguer,Souto,DevOps engineer
67366494,Melinda Campos,Arcos,Técnico ambiental
39705659,Armindo Berenguer,Soutelo,Videógrafo
49223072,Linda Lucena,Viseu (Sta. Maria de Viseu),Gestor
18087446,M�rcio Betancour,Caria,Tradutor
41709408,Bonif�cio Cunha,Outil,Explicador / tutor
79081200,Br�ulio Varanda,Travanca,Gestor
17026355,Gilberta Guerreiro,Tábua,Explicador / tutor
30419838,L�cia Salles,Panoias,Operador de máquinas
13274374,Justina Macena,Favões,Serralheiro
25683725,Ubirat� Padilla,Várzea,Gestor de marketing
10873237,Raimunda Ara�jo,Sobreira Formosa,Pescador
68774605,Cremilde Anlicoara,Juncal do Campo,Gestor
16389544,Tito Teves,Carvalhais,Operador logístico
57613615,Graziela Bel�m,Ervões,Web designer
18140575,Antenor Ferra�o,Socorro,Influenciador digital
33489661,Flor�ncio Bicudo,Nevogilde,Gestor de e-commerce
10477533,Sheila Pinto,Campo,Veterinário
16963390,Irina Lustosa,Carvalhos,Analista de investimentos
70307024,Estrela Salles,Seixo,Músico
84389891,Crist�v�o Bicalho,Alvações do Corgo,Engenheiro químico
31737307,Alma Carrilho,Enxara do Bispo,Ator
31104619,Cosme Ulhoa,Ponta Delgada,Auxiliar de ação direta
34588256,Simone Ata�de,Mamarrosa,Operador logístico
59194168,Ariana L�io,Rosto do Cão (Livramento),Explicador / tutor
83976513,Francelina Pimenta,Bigorne,Educador social
68472841,Nat�lio Bentes,Zambujal,Dentista
55868883,Benito Novaes,Sta. Bárbara,Biólogo
48596536,Belmiro Castilhos,Gemunde,Músico
62446204,Vilma Melo,S. Caetano,Esteticista
52689279,Patr�cio Areosa,Frechas,Biólogo
18809769,Renato Carromeu,Campinho,Web designer
34242860,Urbino Pallos,Numão,Empreendedor
86924841,Ezequiel Jardim,Meãs do Campo,Canalizador
45504889,Alzira Rodr�guez,Angeja,Advogado
64214860,Marina Caldeira,Cavês,Psicólogo
15833677,Isilda Ponte,Avelanoso,Pintor
13386325,Hermes Neves,Baçal,Serralheiro
81063133,Erasmo Matoso,Lamarosa,Dentista
73483562,Nilton Quinterno,Madalena,Gestor de produto
94504278,Orfeu Goes,Póvoa de Santarém,Motorista
34330194,Paulina Palmeira,Souto (Sta. Maria),Segurança privado
25089344,Ezequiel Paes,S. Salvador do Campo,Carpinteiro
91559153,Benjamim Foga�a,Rego,Procurador
51293505,Luis Pena,Marecos,Pintor
34391732,Aida Balsem�o,Arrifes,Especialista em inteligência artificial
20042036,Odete Malafaia,Moitas Venda,Analista de investimentos
21211901,Durval Gouveia,Fajarda,Jornalista
13270126,Hil�rio Brito,Arnóia,Empregado de mesa
24091086,Gilberta Boeira,Ourondo,Barman
16107100,Palmira Villena,Carvalhal Redondo,Gestor de produto
14495113,Raimunda Ribas,Cunha,Comercial / vendedor
11534840,Andreia Lemos,Torre de Vilela,Videógrafo
21807215,Rosana Dur�o,Silva Escura,Web designer
22604885,Estrela Aquino,Sá,Diretor de hotel
16026161,Wilker Farias,Vilar do Torno e Alentém,Analista de investimentos
19103052,L�gia Loio,Gondar,Operador logístico
24731860,Hort�nsia Baptista,Valdujo,Freelancer
71772562,Dorot�ia Pedro,Larinho,Relações públicas
12772210,Felicidade Rebelo,Vila do Porto,Comercial / vendedor
21448036,Rubina Borges,Miuzela,Técnico de manutenção
21887259,Volney Rolim,Talhas,Funcionário público
91432198,Jussara Val�rio,Reguengo do Fetal,Carpinteiro
15764865,Belmira Morgado,Pousa,Músico
18542462,Joana Balsem�o,Sta. Eugénia,Bombeiro
90840328,Odete Braga,Sernande,Engenheiro eletrotécnico
69295986,T�mara Manso,Sta. Catarina da Serra,Engenheiro informático
21601002,C�sar Pinhal,Alvite,Analista de dados
54348876,Valter Menna,Sanfins,Operador logístico
19791962,Ademar Be�a,Vilar Seco de Lomba,Comercial / vendedor
47616992,Belinda Domingues,Pala,Tradutor
16518914,George Bugalho,Pêra Velha,Técnico de análises clínicas
17779662,Serafim Sarmento,Bastuço (Santo Estevão),Escritor
10929303,Ac�cio Branco,Alcobertas,Engenheiro eletrotécnico
13367855,Alba Escobar,Vila de Rei,Engenheiro informático
41167225,Delfim Doutel,Fermelã,Médico
14881536,Dione Vianna,Tarouquela,DevOps engineer
31643126,Matilde Lencastre,Orgens,Fisioterapeuta
17035476,Soraia Cardim,Palmeira,Fotógrafo
17037542,Dulce Barrocas,Torres Novas (S. Pedro),Consultor financeiro
11855721,Elvis Azeredo,Sta. Cruz,Personal trainer
45316353,Mara Arag�o,S. Bento de Ana Loura,Barman
28068381,Volney Nor�es,Pinheiros,Veterinário
60934661,Asdr�bal Palos,Valpedre,Segurança privado
12827405,Ariana Rufino,Arzila,Videógrafo
97625149,Justina Silveira,Lindoso,Enfermeiro
59458289,Dirce Pontes,Casével,Diretor de hotel
32161053,Hon�rio Garrau,S. Brás,Engenheiro químico
28895747,Gisela Domingos,Salsas,Engenheiro informático
59139483,Gast�o Telles,Gaula,Solicitador
43164812,Valter Torcuato,Torrados,Barman
48154430,Fl�r Foga�a,Moreiras,Ator
10663818,C�ssia Maltez,Ançã,Empreendedor
12007976,Jacinto Pino,Santo António dos Olivais,Agricultor
18313333,Xavier Almeida,Couto,Enfermeiro
39896814,Alexandra Homem,Prazins (Santo Tirso),Designer gráfico
55200360,Ifig�nia R�go,Vairão,Fotógrafo
19718517,Etelvina Narvais,Souto (S. Salvador),Solicitador
65452863,Batista Teles,Vilar Barroco,Solicitador
74549709,Diana Passarinho,Croca,Analista de dados
16471854,Nestor Narvais,Meãs do Campo,Músico
10235959,Mateus Lima,Vale Benfeito,Gestor
49823049,Osvaldo Garrido,Parada de Ester,Guia turístico
26009665,Duarte Grangeia,S. Domingos de Ana Loura,Cientista de dados
45599387,Nicolas Martinho,Pedreira,Fisioterapeuta
18380915,Adosindo Santos,S. Julião da Figueira da Foz,Fisioterapeuta
97149478,Marco Cust�dio,Este (S. Pedro),Serralheiro
27098782,Camilo Assis,Gonçalo,Músico
81405696,Agostinho Campelo,S. Silvestre,Técnico de manutenção
80667934,Nat�rcia Godinho,Travanca,Técnico de radiologia
40548208,�ngela Passarinho,Aldeia do Bispo,Maquinista
15589715,Hip�lito Feitosa,Marrancos,DevOps engineer
15557529,Perceu Parafita,931,Solicitador
89706013,Laurinda Leal,Folgosinho,Barman
93816072,Carmo Farias,Tôr,Consultor financeiro
76204773,Arnaldo Varej�o,Seixo de Gatões,Técnico de manutenção
22065617,Arminda Reis,Santiago de Cassurrães,Biólogo
11968475,Ces�ria Quental,Caldas de S. Jorge,Explicador / tutor
43948988,Consuelo Esteves,Castanheira,Psicólogo
20427743,Israel Banha,Cepelos,Técnico administrativo
71894128,Isolina Naz�rio,Sendim,Técnico de análises clínicas
93601103,C�cero Hollanda,Campanhã,Advogado
46367320,Fl�vio Baptista,Montoito,Educador de infância
73037448,Aura Carromeu,Lavegadas,Empregado de mesa
30853523,Alexandrina Reino,Freixo da Serra,Educador de infância
23159407,Rui Quintana,Lamas,Psicólogo
18146236,N�dia Po�as,Rebordainhos,Médico
24060185,L�gia Cruz,Vidual,Farmacêutico
17585023,Nadina Alancastro,Santana,Técnico de recursos humanos
13468887,Loreta Castelo Branco,Aljubarrota (S. Vicente),Técnico ambiental
11465040,Adolfo Curvelo,Gafanhão,Eletricista
54456375,Ernane Ulhoa,Cadaval,Solicitador
17267279,Daniela Figueiroa,Olhalvo,Engenheiro informático
16468032,H�rcules Olaio,Chaviães,Auxiliar de ação direta
11369220,Ant�nio Pereira,Cuide de Vila Verde,Analista de dados
99668453,Vieira Souto Maior,Penso (S. Estevão),Carpinteiro
45756972,Oleg�rio Pessoa,Castanheira,Nutricionista
95552634,Manuelina Cal�ada,Ponte de Vagos,Fisioterapeuta
19745373,C�ssio Angelim,Lapa do Lobo,Gestor de projetos IT
16688270,Benito Antas,Vieira de Leiria,Gestor de projetos IT
28839138,Clementino Coutinho,Alverca da Beira,Analista de dados
32707566,S�lvio Franco,Roge,Engenheiro agrónomo
28014121,Edite Santana,Parada,Animador turístico
45163041,Sabina Lobato,Turcifal,Educador de infância
72195113,Daniela Cisneiros,Viade de Baixo,Médico
23927774,Afonso Pinto,Vilas Boas,Técnico administrativo
16201655,Liliana Carreira,Sameice,Cientista de dados
20298313,Ant�nia Estrada,Arcozelos,Personal trainer
20536160,Fab�ola Paes,S. Miguel de Poiares,Analista de dados
16230684,Nivaldo Neves,Baiões,Web designer
34431989,Aldino Tavares,Airão (Sta. Maria),Analista de investimentos
17065968,Ermengarda Castel-Branco,Torrão,Analista de dados
24566573,Altina Aleixo,Gaifar,Influenciador digital
48144918,Hilton Rebello,Parada,Engenheiro eletrotécnico
43928591,Pl�cido Vilhena,Raminho,Guia turístico
63993330,Ricardo Salt�o,Antime,Cabeleireiro
70941994,Nicia Mattozo,Aião,Especialista em inteligência artificial
18207682,Hern�ni Zarco,Avelãs de Caminho,Procurador
54833474,Antero Aquino,Penha Longa,Bombeiro
79205393,Dagmar Boga,Painho,Juiz
11240683,Bruno Mangueira,Neiva,Pescador
34815383,Clementino Brito,Calde,Técnico de radiologia
43058062,Salema D�maso,Mercês,Engenheiro informático
18597688,Lurdes Angelim,Foros de Salvaterra,Psicólogo
27652383,Ros�lia Lameirinhas,Carlão,Formador profissional
47437512,Evandro Doutiz,S. João do Monte,Engenheiro químico
75043742,Jesus Caf�,Alfornelos,Gestor de marketing
71417395,M�xima Porci�ncula,Pinhal do Norte,Músico
27737795,Greta Paz,Riba de Mouro,Assistente social
45742364,Virg�nia Camelo,Cobro,Contabilista
39238188,Florinda Pestana,Alijó,Operador logístico
16873024,Hon�ria Quintero,Setúbal (S. Julião),Agricultor
78017942,Clementino Ilha,Monsaraz,Professor
51922361,Telma Marques,Carregueira,Web designer
40091107,Wilian Duarte,Calvos,Segurança privado
11174839,Fab�ola Banha,Sta Margarida da Coutada,Rececionista de hotel
49196292,Elton Mascare�as,Gandra,Funcionário público
12644954,Hildegarda Vides,Fuseta,Contabilista
69579851,Norberto Dorneles,Ariz,Engenheiro eletrotécnico
37079407,Nilda Granja,Correlhã,Bombeiro
86956016,Ademir Peixoto,Góios,Operador de máquinas
10675401,Am�rico Almada,Ciborro,Operador logístico
30600865,Elias Bentes,Ortiga,Web designer
11273646,Evelina Boga,Sangalhos,Gestor de marketing
76561313,S�nia Bensa�de,Trancoso (Sta. Maria),Farmacêutico
26272545,Herm�nia Barroso,Setúbal (N. S. da Anunciada),Soldador
19939281,Heidi Paranhos,Peniche (S. Pedro),Tradutor
27820002,Ada Vilaverde,Carreiras (Santiago),Comercial / vendedor
